1380703447 27.41363044161912 34 244
1380705276 28.301249577845322 38 250
1380706826 30.245619823555657 40 255
1380711097 30.687428076633296 40 282
1380713671 34.479440102752676 42 535
1380713935 35.24102587139547 43 538
1380750045 40.51240843870555 54 610
1380751728 42.30919212814238 55 617
1380753465 46.07979715336592 59 620
1380753797 47.008628954937684 59 621
1380755946 48.84016687188723 61 629
1380756846 49.84335701363456 63 634
1380757023 50.2955253091362 65 671
1380797701 51.832218585456104 66 682
1380798524 52.08630207838543 66 689
1380799464 52.44598529633884 73 704
1380799801 52.6860131777884 73 731
1380799976 52.834780665458524 73 733
1380803328 55.22453725527168 76 734
1380805663 57.36510430304618 77 833
1380806672 57.6911931570219 79 838
1380814758 59.33242340357945 79 853
1380815318 59.550671618866765 79 858
1380819592 60.16399508503449 82 864
1380820590 61.13058169733866 82 878
1380821199 61.56200807670425 82 881
1380829223 62.16378452894061 82 895
1380829545 62.498124138412415 82 911
1380831996 63.224257923863824 82 938
1380832741 64.89001928505547 82 998
1380833066 64.96432240524996 82 1008
1380833264 65.09990425405523 82 1013
1380833868 65.1037480693564 82 1022
1380836207 65.56117904708016 83 1028
1380839282 68.19099373458968 84 1036
1380840001 68.81717801694334 84 1045
1380840254 69.01120236897978 84 1049
1380890800 69.30399860310808 84 1054
1380893178 70.2534806004756 84 1078
1380894241 71.14220547193997 84 1091
1380895011 71.54602735515599 84 1101
1380895886 71.68706684551755 84 1112
1380897709 71.86846122407631 84 1119
1380910473 72.74873983924437 84 1137
1380911105 72.98879089854505 84 1138
1380911730 73.37397592886964 84 1154
1380912563 73.77340693124651 84 1163
1380913305 74.4071408608161 84 1179
1380913863 74.93921185019565 84 1192
1380914296 75.3021855174534 84 1203
1380915073 75.7507371127538 84 1219
1380915794 76.20173832846582 84 1227
1380916626 76.57798024118608 84 1246
1380917576 77.53324739837143 84 1254
1380918186 77.67266045045957 84 1277
1380918708 77.90193707139412 84 1285
1380919475 78.07433353608658 84 1291
1380920824 78.31351835085279 86 1298
1380923628 78.49965737620093 88 1308
1380924512 78.63425958297789 88 1317
1380925643 78.8015984281424 88 1323
1380926167 78.90543332715684 88 1332
1381054145 79.38066044308206 90 1341
1381178738 80.81617483605646 90 1400
1381178970 80.90092530843614 91 1473
1381180504 81.10423260181547 91 1539
1381181439 81.21413417730324 91 1608
1381182258 81.33096142398112 91 1644
1381182898 81.417645195317 91 1678
1381183628 81.53103453076652 92 1712
1381184321 81.66990940068011 92 1746
1381185727 81.94905136977958 92 1778
1381231827 82.15510130208243 92 1874
1381236281 82.26891604509431 92 1943
1381240950 83.14148296033619 92 2298
1381241590 83.48004244209586 92 2363
1381242379 83.826280592514 92 2446
1381243008 84.06327222974576 92 2534
1381243116 84.1833386851327 92 2568
1381243429 84.24581512558113 92 2601
1381243815 84.36274030742597 92 2643
1381244049 84.79379284348082 92 2795
1381362931 85.55484181788984 92 3047
1381440986 86.13941926676931 92 3573
1381444084 86.59816849433197 92 3859
1381444471 86.61553124858166 92 3864
1381448350 86.71434657801184 92 3876
1381449278 86.97102188200618 92 3911
1381455440 87.9784379759925 98 4157
1381533615 88.0457111713575 100 4168
1381656236 88.60790898068007 101 4200
1381677075 89.26563346321178 101 4226
1381680881 89.65217178583036 101 4235
1381684109 89.70913551426365 101 4238
1381696440 89.917699068654 103 4278
1381697031 90.00751367313774 103 4283
